id_act,Амельченко Василий Васильевич,Витко Артем Леонидович,Вовк Виктор Иванович,Галасюк Виктор Валерьевич,Гулак Александр Михайлович,Заружко Валерия Леонидовна,Кириченко Алексей Николаевич,Корчинская Оксана Анатольевна,Кошелева Алена Владимировна,Куприенко Олег Васильевич,Ленский Алексей Алексеевич,Линько Дмитрий Владимирович,Лозовой Андрей Сергеевич,Ляшко Олег Валериевич,Мосийчук Игорь Владимирович,Попов Игорь Владимирович,Рыбалка Сергей Викторович,Силантьев Денис Олегович,Скуратовский Сергей Иванович,Чижмарь Юрий Васильевич,Шухевич Юрий-Богдан Романович
54947|207108,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5
54947|207208,-1.0,-1.0,-0.25,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25,-0.25,-0.25,-0.5,-1.0,-1.0,-1.0,-1.0,-0.25,-1.0,-0.25,-0.5
54947|207308,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5
54947|207408,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.25,-1.0,-1.0,-0.5
54947|266408,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25
54947|266508,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,-0.25
54947|266608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|266708,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.25,-0.25
54947|266808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25
54947|266908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267208,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25
54947|267308,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267708,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|267808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0
54947|267908,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0
54947|268008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|268108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|268208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54947|268308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54948|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
54948|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54948|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
54948|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
54948|180608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54948|180908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54948|221808,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54948|221908,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0
54948|222008,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0
54948|222108,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0
54948|222208,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0
54948|222308,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1.0
54948|222408,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25,-1.0,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25
54948|222508,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25
54948|222608,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
54948|222708,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25
54948|222808,-0.5,-1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-0.25,-0.25,-0.25,-0.25,-1.0,-0.25
54948|227208,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54948|227308,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54948|268408,1.0,-0.25,-0.5,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,1.0,-0.25,-0.5,1.0,1.0
54948|268508,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,1.0,-0.25,-0.5,1.0,1.0
54949|216908,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54949|217008,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54966|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
54966|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54966|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
54966|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
54966|180608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54966|180908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54973|181008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
54988|253908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|254008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|254108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|254208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|254308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|312908,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|313008,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|313108,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5
54988|313208,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|313308,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5
54988|313408,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
54988|457508,-0.5,-0.25,-0.25,-0.25,-0.5,-0.5,-0.25,-0.5,-0.25,-0.5,-0.5,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.5,-0.5
54988|468908,-0.5,-0.25,-0.25,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.25,-0.5,-0.5,1.0,-0.25,-0.5,-0.25,1.0
54988|469608,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,-0.5,1.0
54988|469708,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,-0.25,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0
54988|469808,-0.5,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,-0.25,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0
54988|469908,-0.5,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0
54988|470008,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0
54995|717308,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
54995|717408,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
54995|717508,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
54995|757208,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
54995|757308,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.5
54995|757508,1.0,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,-0.25,-0.25,1.0,1.0,-0.5
54996|717608,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
54996|717708,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5
54996|842908,1.0,1.0,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,-0.25,1.0,-0.25,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.5,-0.25
54996|843008,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,1.0,1.0,-0.25,1.0,1.0,-0.25,-0.5,-0.25,-0.25,1.0,-0.25,-0.25,-0.5,-0.5,-0.25
54996|844008,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,-0.5,-0.5,1.0
54996|844108,-0.25,1.0,-0.25,-0.25,-0.25,-0.25,-0.25,1.0,-0.25,-0.25,1.0,-0.25,-0.5,-0.25,1.0,-0.25,-0.25,-0.25,-0.5,-0.5,-0.25
54996|844208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0
54996|844308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0
54996|844408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0
54996|844508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0
54996|844608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.25,-0.5,-0.5,1.0
54996|844708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0
54998|463308,-0.25,-0.25,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,-0.25
54998|463408,-0.25,1.0,-0.25,-0.25,1.0,1.0,-0.25,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0
54998|710408,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.25,-0.5,-0.25,1.0,-0.5,-0.25,1.0,-0.25,-0.5
54998|710508,1.0,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.5,1.0,1.0,1.0,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
54998|710608,1.0,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.5,1.0,1.0,-0.25,-0.5,-0.5,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
54998|710708,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.5,1.0,-1.0,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
54998|710808,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,1.0,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
54998|710908,-0.25,1.0,-0.5,1.0,1.0,1.0,-0.25,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,-0.25,-0.25,-0.25,-0.5
54998|711008,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
54998|711108,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-0.25,1.0,-0.5,-0.25,-0.25,-0.25,-1.0,-0.25,-0.25,-0.25,-0.5,-0.25,-0.25,-0.25,-0.5
54998|735308,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25
54998|735408,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25
54998|735508,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25
54998|735608,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25
55000|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
55000|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55000|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
55000|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
55000|180608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55000|180908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55001|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
55001|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55001|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
55001|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
55001|180608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55001|180908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55002|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
55002|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55002|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
55002|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
55002|180608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55002|180908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55003|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
55003|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55003|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
55003|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
55003|180608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55003|180908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55004|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
55004|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55004|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
55004|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
55004|180608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55004|180908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55004|255008,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
55004|255108,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,-0.5,1.0,1.0,-0.5
55005|180208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0
55005|180308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
55005|180408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-0.5,-0.25,1.0
55005|180508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.25,1.0,1.0,1.0,-0.5,1.0,1.0
